hajagiree	हजगिरी
sanyasi	सन्यासी
tecsas	टेक्सास
health	हैल्थ
science	साइंस
center	सेंटर
salaam	सलाम
memsahab	मेमसाब
vishist	विशिष्ट
rayne	रायने
lecture	लिट्रेचर
mohammad	मोहम्मद
ashraphal	अशराफल
gurbhagat	गुरभगत
mashud	मश्हुद
vahi	वही
bhayanak	भयानक
raat	रात
ashok	अशोक
leyland	लीलैंड
do	दो
gulaab	गुलाब
bannk	बैंक
of	ऑफ
plaza	प्लाज़ा
kashinath	काशीनाथ
trintek	ट्रिनटेक
group	ग्रुप
jhootha	झूठा
kahin	कहीं
anjrakh	अज़राक
olvay	ऑल्वे
divakar	दिवाकर
nagina	नगीना
sajeev	सजीव
murti	मूर्ति
tabalaah	तबालाह
men	मेन
abdul	अब्दुल
rabb	रब्ब
of	का
bhagwat	भागवत
chandrasekhar	चन्द्रशेखर
north	उत्तर
kannada	कन्नड़
keith	कैथ
dabengwa	डबेंग्वा
quadrat	क्वाड
rugby	रग्बी
shankar	शंकर
jinel	जिनेल
wahidah	वहीदाह
ganeshwar	गणेश्वर
kolin	कॉलिन
stewart	स्टुअर्ट
nanowalia	नानोवालिया
colddaykot	काल्डेकॉट
medal	मेडल
kailashnath	कैलाशनाथ
colton	कोल्टन
hussain	हुसैन
basra	बसरा
hemraj	हेमराज
united	यूनाइटेड
status	स्टेट्‍स
military	मिलिट्री
academy	अकेडमी
buddha	बौद्ध
haidam	हैदम
simon	सिमोन
anjali	अंजलि
foster	फॉस्टर
jata	जटा
shankari	शंकरी
research	रिसर्च
in	इन
motion	मोशन
limited	लिमिटेड
every	एवरी
param	परम
majloom	मज़लूम
school	संकुल
ulas	उल्लास
audition	ऑडाशियस
ramavtar	रामावतर
sadra	सद्र
ethiopia	एथियोपिआ
nurani	नुरानी
fort	फोर्ट
and	ऑर्ड
balvinder	बलविंदर
omprakash	ओमप्रकाश
rachna	रचना
jalangi	जलंगी
lahiyaah	लहियाह
bhandardara	भंडारदरा
sirium	सीरियम
isora	इसौरा
vishwas	विश्वास
peter	पीटर
dharm	धरम
naagoya	नागोया
janam	जनम
janam	जनम
ke	के
phere	फेरे
samayapuram	समायापुरम
aflatoon	अफलातून
aurat	औरत
pinaki	पिनाकी
piya	पिया
ki	की
jogan	जोगन
mala	माला
bayonne	बायोने
ilamanur	इलामनूर
muniya	मुनिया
george	जॉर्ज
van	वैन
bisabroek	बिसब्रोएक
toohey	टूहे
belfast	बेलफास्ट
saintgobain	सेंटगॉबैन
tirukkottiyur	तिरुक्कोत्तियूर
damascus	दमास्कस
jack	जैक
plat	बेनी
silver	सिल्वर
standard	स्टैंडर्ड
resources	रिसोर्सेज़
prize	प्राइज़
eon	इआन
redpath	रेडपाथ
kabul	काबुल
mallika	मल्लिका
chatwal	छटवाल
neeli	नीली
ek	एक
ful	फूल
ek	एक
jabir	जबीर
cameron	कैमरॉन
white	व्हाइट
nayagarh	नयागढ़
jovita	जोविता
badel	बडेल
order	ऑडर
of	ऑफ
leopold	लियोपोल्ड
baden	बाडेन
bhul	भूल
girija	गिरिजा
mahira	महिरा
shuaa	शुआ
mahika	महिका
kusumta	कुसुमलता
gareth	गैरेथ
hopikans	हॉप्किंस
nilaadri	नीलाद्रि
mohnish	मोहनीश
naldurg	नलदुर्ग
alroy	एलरॉय
indianapolis	इंडियानापोलिस
kolhtakar	कोल्हटकर
visvendra	विश्वेन्द्र
jeviera	ज़ेविएरा
order	ऑडर
off	ऑफ
merrit	मेरिट
for	फॉर
apane	अपने
apne	अपने
galen	ग्लेन
dimbel	ट्रिंबल
mayalin	मायलिन
amrut	अमूर्त
ven	वेन
laakirs	लार्किंस
naned	ननेटे
lek	लेक
manyaara	मन्यारा
polina	पौलिना
glain	ग्लेंन
orishtnemi	अरिष्टनेमि
bandki	बंदकी
prashant	प्रशांत
vedya	वैद्य
kunjna	कुंजना
chanda	चंदा
aur	और
da	द
faterland	फादरलैंड
kapheel	कफील
rakeeb	रकीब
bukit	बुकिट
tiga	टिगा
puluha	पुलुह
khan	खान
bahadoor	बहादुर
kriss	क्रिस
kaglejin	कगलेजिन
sachin	सचिन
tendulkar	तेंडुलकर
ramaswaroop	रामस्वरूप
albert	अल्बर्ट
pinto	पिंटो
ko	को
gussa	गुस्सा
kyou	क्यों
aata	आता
bijali	बिजली
bagalkota	बागलकोट
aarja	अज‍ि
asmij	असमीज
delhi	डेल्ही
ian	इआन
botham	बोथम
aloysisus	अलोयसियस
maan	मान
apmann	अपमान
salim	सलीम
parvez	परवेज़
harris	हैरीस
phoolan	फूलन
sydney	सिडनी
vajarabh	वज्राभ
gayordi	गेओर्डी
aurthor	ऑर्थर
kannan	कानन
dolay	डोलाय
hai	है
anandi	आनंदी
devendra	देवेन्द्र
century	सेंच्युरी
sangbad	संगबद
bind	ब्रैड
young	यंग
srinath	श्रीनाथ
deep	डीप
see	सी
srikrishn	श्रीकृष्ण
chaminda	चमिंडा
vaas	वास
shane	शेन
bond	बॉन्ड
mahatma	महात्मा
gandhi	गांधी
huntarian	हुंटेरियन
museum	म्युज़ियम
and	एण्ड
diving	डाइविंग
main	मैं
hoon	हूँ
aladin	अलादीन
trini	ट्रीनी
nitin	नितिन
hanover	हैनोवर
sheri	श्री
krishan	क़ृष्ण
lila	लीला
gallery	गैलरी
aurat	औरत
key	की
zindagi	ज़िंदगी
wahidan	वहीदन
fakih	फ़कीह
sili	सीली
angad	अंगद
miss	मिस
bombay	बॉम्बे
jahadmah	जहदमाह
university	यूनिवर्सिटी
off	ऑफ
canbera	कैनबेरा
kanjhiranga	काज़ीरंगा
ameer	अमीर
aadmi	आदमी
gareeb	गरीब
aadmi	आदमी
jainan	जैनन
monisha	मोनिषा
jai	जय
chitthoud	चित्तौड़
mahadano	महादाणे
banthra	बंथरा
hamari	हमारी
bahu	बहू
alka	अल्का
mili	मिली
kezoram	केज़ोरम
hansraj	हंसराज
morarji	मोरारजी
public	पब्ल‍िक
school	स्कूल
latangi	लतांगी
nerina	नेरिना
tom	टॉम
riz	रिज़
denik	दैन‍िक
agradut	अग्रदूत
widerten	वाइडरदैन
gonda	गोंडा
junction	जंक्शन
samrat	सम्राट
credit	क्रेडिट
suse	सुसे
gulberga	गुलबर्गा
pericutin	परिक्युटिन
shimog	शिमोगा
reshmi	रेशमी
my	मेरा
fault	कसूर
wat	क्या
is	है
stavita	स्तविता
dulcimer	डलसाइमर
swati	स्वाति
gurdwara	गुरूद्वारा
stone	नगीना
phier	घाट
attack	वार
of	ऑफ
te	द
grand	ग्रैंड
alliance	अलाएंस
mohammed	मोहम्मद
rafiq	रफीक
vinothen	विनोथन
john	जॉन
animosity	वैर
rumal	रुमाल
major	मेजर
league	लीग
licrose	लैक्रोस
offensive	ओफेंसिव
player	प्लेयर
off	ऑफ
te	द
year	ईयर
award	अवार्ड
foreignt	फ़ोरिंट
tu	टू
prudential	प्रुडेन्शियल
plaza	प्लाज़ा
guenevar	गुइनिवेर
abdus	अब्दुस
sami	सामी
prajavani	प्रजावाणि
velereya	वेलेरिया
devahuti	देवाहुति
monica	मोनिका
lewinsky	लुइंस्की
blight	तुषार
imran	इमरान
bairagnia	बैरागनिया
kampala	कंपाला
antares	एंटेयर्स
freedom	आज़ादी
of	की
part	ओर
poori	पुरी
raju	राजू
kulkarni	कुलकर्णी
discarts	डेसकार्टेस
systems	सिस्टम्स
group	ग्रुप
anagant	अनाद्यंत
madni	मदनी
gaon	गाँव
hamara	हमारा
madura	मदुरा
garment	गारमेंट्स
faheem	फहीम
constitution	कंस्टीट्यूशन
yukuleley	युकुलेले
finale	फिनले
sarajevo	सराजेवो
dominion	डॉमिनियन
resource	रिसोर्सेज़
sliding	स्लेडिंग
sahar	शहर
tumhaaraa	तुम्हारा
potrsadaaun	पोर्ट्‍सडाउन
hil	हिल
vaabale	वाबले
prabhaa	प्रभा
badriprasaad	बद्रीप्रसाद
achandaa	अचंदा
dvaarakaaganz	द्वारकागंज
sudee	सुदी
morgan	मॉर्गन
stanley	स्टेनली
abdul	अब्दुल
muhayee	मुहायी
daidrar	डैर्ड्रा
nirdosh	निर्दोष
diji	डिज़ी
phalke	फालके
dutter	डर्ट
racing	रेसिंग
sharda	शारदा
transamerica	ट्रांसमेरीका
pyramid	पिरामिड
janyuari	जैन्युअरी
panduranga	पांडुरंग
courtesy	सौजन्य
chirkey	चिरकी
suri	सूरी
donald	डोनाल्ड
trump	ट्रंप
superb	सुपर्ब
peter	पीटर
coman	कॉमेन
our	हमारी
luck	किस्मत
queen	रानी
mhine	खान
friend	दोस्त
isknder	इस्कन्दर
lysa	लाइसा
